sy_snum,sy_pnum,pl_orbper,pl_radj,pl_massj,pl_orbeccen,st_teff,st_rad,st_mass
1,2,13.33974600,0.241,,,5590.00,0.91,0.97
1,2,13.33877000,0.338,,,,1.02,
1,2,13.34124500,0.226,,0.000000,5590.00,0.83,0.93
1,2,13.33907900,0.244,,,5617.00,0.98,0.97
1,2,13.33970000,0.253,0.02800,0.130000,5532.00,0.99,0.95
1,2,13.33870000,0.247,0.01793,,5496.00,0.95,0.92
1,2,13.33970000,0.223,0.01825,0.180000,5470.00,0.87,0.94
1,1,0.72811300,0.098,,,3782.00,0.32,
1,1,0.72813000,0.113,,,3506.00,0.42,0.42
1,1,16.14044200,0.180,,,5870.00,0.98,
1,1,16.13655000,0.180,,,5886.00,1.00,1.07
1,1,16.14113200,0.208,0.03272,0.230000,5868.00,1.00,0.97
2,1,6.18023500,1.051,3.00000,,6202.00,1.59,1.32
2,1,6.18026790,,,,6202.00,1.59,1.32
2,1,6.18026750,1.184,,,6513.00,1.74,
1,1,3650.00000000,1.110,13.00000,0.000000,4898.00,2.70,0.90
1,3,3.59510000,0.174,0.02753,0.060000,5430.00,1.71,1.05
1,3,15.62400000,0.327,0.04616,0.070000,5430.00,1.71,1.05
1,3,35.74700000,0.352,0.03203,0.150000,5430.00,1.71,1.05
1,1,,,16.00000,,2838.00,,0.05
1,1,,,19.00000,,,,
1,1,,,26.00000,,,,
1,2,2.30538000,,,,3326.00,0.30,0.30
1,2,8.05180000,,,,3326.00,0.30,0.30
1,1,5.74591200,,,,3390.00,0.31,
1,1,5.74599450,0.184,,,3413.00,0.32,
1,1,5.74600700,0.181,0.03681,0.000000,3348.00,0.31,0.29
1,1,5.74599960,,,,3348.00,0.31,0.29
1,2,10.34650000,,,,3024.00,0.14,0.12
1,2,21.20200000,,,,3024.00,0.14,0.12
1,3,3.20400000,,,0.310000,2953.00,0.16,0.12
1,3,6.68900000,,,0.290000,2953.00,0.16,0.12
1,3,13.03100000,,,0.530000,2953.00,0.16,0.12
1,2,1.62893220,0.108,,,3202.00,0.23,
1,2,1.62893040,,,,3270.00,0.21,0.18
1,2,1.62892911,0.106,0.00578,0.011800,3229.00,0.22,0.19
1,2,1.62893000,0.103,0.00510,0.000000,3270.00,0.21,0.18
1,2,1.62892870,0.128,0.00513,,,0.26,0.18
1,2,1.62893100,0.101,0.00522,0.220000,3270.00,0.21,0.18
1,2,,,0.00497,,,,
1,2,8.92900000,,,0.270000,3270.00,0.21,0.18
1,2,41.39700000,,,0.314000,3287.00,0.36,0.34
1,2,41.37500000,,,0.366000,3357.57,0.37,0.37
1,2,41.38000000,,,0.380000,3287.00,0.36,0.34
1,2,535.90000000,,,0.270000,3357.57,0.37,0.37
1,2,532.58000000,,,0.342000,3287.00,0.36,0.34
1,1,389.70000000,,,,3280.00,0.18,0.16
1,1,1.58040835,,,,3074.00,0.21,0.18
1,1,1.58040430,0.233,,,,0.20,
1,1,1.58040465,,,0.000000,3074.00,0.21,0.18
1,1,1.58040482,0.203,0.02000,,,0.21,0.16
1,1,1.58040433,0.245,0.02571,0.063000,3250.00,0.21,0.18
1,1,1.58040482,0.236,0.02000,,3170.00,0.18,0.16
1,1,1.58040490,0.240,,,,0.21,0.16
1,1,1.58040494,,,0.000000,3074.00,0.21,0.18
1,1,1.58040454,,,,3026.00,0.21,0.16
1,1,1.58040442,,,,3026.00,,
1,1,1.58040456,0.254,0.01970,,3026.00,0.22,0.15
1,1,1.58040453,0.244,0.02646,0.006200,3101.00,0.22,0.18
1,1,1.58040481,,,,3026.00,0.21,
1,1,1.58040481,,,,3000.00,,
1,1,,,,,3026.00,0.20,
1,1,1.58039250,0.239,0.02100,0.140000,3026.00,0.21,0.16
1,1,1.58040457,,,,3026.00,0.21,0.16
1,1,1.58040487,0.244,0.02004,,2949.00,0.21,0.15
1,1,1.58040417,,,,3250.00,0.22,0.18
1,1,0.51824640,,,,3458.00,0.39,0.38
1,1,0.51824246,0.120,,,3325.00,0.39,
1,1,0.51824180,,,,3458.00,0.39,0.38
1,1,0.51823490,0.106,0.00658,0.000000,3458.00,0.39,0.38
1,1,0.51824160,0.105,0.00415,,3458.00,0.39,0.38
1,1,0.51823310,0.106,0.00415,0.000000,3458.00,0.39,0.38
1,1,3.65110000,,,0.040000,3236.00,0.19,0.18
1,2,35.61343910,0.279,,,4628.53,0.71,
1,2,35.58900000,,0.09637,0.325000,,0.73,0.76
1,2,35.61253000,0.233,0.07142,0.188000,4640.00,0.69,0.73
2,2,11.44070000,,,0.094000,3607.00,0.38,0.38
2,2,11.44330000,,,0.000000,3567.00,0.39,0.38
2,2,11.44320000,,,0.075000,3742.67,0.38,0.40
2,2,7600.00000000,,,0.270000,3607.00,0.38,0.38
1,1,5.23540000,,,0.060000,4347.00,,0.69
1,3,8.63182000,,,0.073000,,,
1,3,25.63058000,,,0.099000,,,
1,3,603.95116000,,,0.373000,,,
1,1,2288.00000000,,,0.210000,3370.00,0.38,0.36
1,1,2333.00000000,,,0.169000,3411.78,0.38,0.39
1,1,2303.00000000,,0.95000,0.179000,3370.00,,0.36
1,3,17.13300000,,,0.070000,,,0.43
1,3,17.38000000,,,0.110000,3371.00,,0.43
1,3,24.32900000,,,0.090000,3371.00,,0.43
1,3,106.30000000,,,0.140000,,,0.43
1,2,2.38129000,,,0.239000,,,0.96
1,2,25533.11353000,,12.80300,0.041000,,,0.96
1,1,69.97100000,,,0.720000,,,0.62
2,2,121.99500000,,,0.190000,,,0.58
2,2,121.93268000,,,0.366000,,,0.51
2,2,471.00000000,,,0.100000,3564.00,,0.58
2,2,579.47495000,,,0.404000,,,0.51
2,2,526.11500000,,,0.100000,,,0.58
1,1,1.74470310,0.053,,,3445.00,0.43,
1,1,1.74469990,0.050,,,3485.00,0.43,0.42
1,1,14.23800000,,,0.100000,3451.00,0.36,0.36
1,1,15.81900000,,,0.080000,3542.00,,0.53
1,2,18.64980000,,,0.100000,3382.00,0.29,0.29
1,2,4.72340000,,,0.170000,3382.00,0.29,0.29
2,1,133.71000000,,,0.511000,5540.00,0.90,0.90
1,1,11.94900000,,,0.220000,,,0.47
1,1,2.85310160,0.180,,,3703.00,0.52,
1,1,2.85310540,0.190,0.01051,0.320000,3556.00,0.52,0.52
1,3,1.22003000,,,0.190000,3717.00,0.50,0.68
1,3,5.97400000,,,0.110000,3717.00,0.50,0.68
1,3,257.80000000,,,0.320000,3717.00,0.50,0.68
1,2,695.36000000,,,0.098000,3492.73,0.43,0.45
1,2,692.90000000,,,0.193000,,,0.26
1,2,692.00000000,,2.50000,0.110000,3510.00,,0.42
1,2,695.66000000,,,0.070000,,,0.42
1,2,10000.00000000,,,0.810000,3510.00,,0.42
1,2,5312.00000000,,,0.308000,,,0.24
1,2,6739.32300000,,,0.170000,,,0.42
1,2,7500.00000000,,,0.250000,3492.73,0.43,0.45
2,1,10.66669000,,,0.929000,,,0.89
1,2,3771.00000000,,,0.227000,3897.00,0.63,0.65
1,2,4100.00000000,,,0.370000,3900.00,,0.69
1,2,241.80000000,,,,3897.00,0.63,0.65
1,4,30.60000000,,,0.070000,3466.00,0.40,0.42
1,4,30.59870000,,,0.060000,3466.00,0.40,0.42
1,4,123.75000000,,,0.330000,3466.00,0.40,0.42
1,4,122.61960000,,,0.110000,3466.00,0.40,0.42
1,4,48.13450000,,,0.120000,3466.00,0.40,0.42
1,4,13.25430000,,,0.210000,3466.00,0.40,0.42
1,2,5.36360000,,,0.230000,3159.00,0.12,0.16
1,2,40.54000000,,,0.170000,3159.00,0.12,0.16
1,1,14.20700000,,,0.310000,3526.00,0.44,0.47
2,1,24.45000000,,,0.110000,4005.00,0.58,0.64
2,1,24.42200000,,,0.109000,4014.00,0.58,0.64
1,1,3.33664960,0.408,0.04373,,3600.00,0.55,0.54
1,1,3.33664900,0.346,0.03958,0.114000,3652.00,0.48,0.51
1,1,3.33665130,0.389,,,3552.00,0.50,
1,1,3.33665240,,,0.017000,3600.00,0.50,0.54
1,1,3.33664870,0.346,0.04300,0.017000,3652.00,0.48,0.51
1,1,3.33665000,0.431,0.04373,,3600.00,0.57,0.54
1,1,3.33664900,,,,3552.00,0.50,0.50
1,1,3.33714000,0.370,0.04400,0.051000,3600.00,0.50,0.54
1,1,3.33664130,,,,3552.00,0.50,0.50
1,1,3.33664900,0.385,0.04436,,,0.53,0.56
1,1,3.33666500,,,,3552.00,0.50,0.50
2,2,1.19799956,0.108,,,3332.00,0.35,
2,2,1.19800350,0.113,0.00585,0.000000,3347.00,0.36,0.36
2,2,15.50900000,,,0.000000,3347.00,0.36,0.36
1,2,203.59000000,,,0.435600,3081.00,0.14,0.12
1,2,203.69000000,,,0.440000,3081.00,0.14,0.12
1,2,1599.60000000,,,0.018300,3081.00,0.14,0.12
1,3,3.93072000,0.109,0.00579,,3505.00,0.34,0.34
1,3,3.93060000,0.107,,,3505.00,0.34,0.34
1,3,3.93060270,0.113,,,3505.00,0.36,
1,3,3.93062300,,,,3505.00,0.34,0.34
1,3,9.12470000,,,,3505.00,0.34,0.34
1,3,55.66100000,,,,3505.00,0.34,0.34
1,1,2.64561000,,0.02600,0.080000,,0.43,0.45
1,3,0.32192330,0.237,,,3518.00,0.46,
1,3,0.32196200,0.064,0.00172,0.000000,3522.00,0.46,0.45
1,3,0.32192250,0.062,0.00199,0.060000,3522.00,0.46,0.46
1,3,11.53010000,,,0.090000,3522.00,0.46,0.46
1,3,34.36900000,,,0.140000,3522.00,0.46,0.46
1,1,3.02320000,,,0.070000,3324.00,0.28,0.27
1,2,2.61627450,0.103,0.00381,,3369.00,0.32,0.31
1,2,2.61623500,0.097,0.00551,0.000000,3384.00,0.32,0.31
1,2,2.61627687,0.098,,,3352.00,0.33,
1,2,15.04000000,,,0.000000,3384.00,0.32,0.31
1,1,7.02679000,,,,3579.00,0.43,0.43
1,1,6.90500000,,,0.121000,3867.00,0.61,0.63
1,1,6.94420000,,,0.000000,3273.00,0.20,0.18
1,2,2.64977000,,,0.000000,3722.00,0.49,0.50
1,2,13.74000000,,,0.049000,3722.00,0.49,0.50
1,2,12.93940000,,,0.063000,3719.00,0.37,0.39
1,2,12.93820000,,,0.095000,3719.95,0.37,0.39
1,2,12.94600000,,,0.120000,3601.00,0.39,0.39
1,2,12.95320000,,,0.220000,3563.00,0.39,0.39
2,2,51.62500000,,,0.280000,4205.93,0.67,0.69
2,2,50.80000000,0.235,,0.450000,4120.00,0.68,0.65
2,2,749.83000000,0.749,,0.105000,4120.00,0.68,0.65
2,2,744.70000000,,,0.185000,4205.93,0.67,0.69
1,1,20.12900000,,,0.110000,,,0.35
1,1,26.16100000,,,0.050000,3323.00,,0.35
1,1,13.35200000,,,0.370000,3387.00,0.41,0.41
1,3,7.36970000,,,0.050000,3472.00,,0.48
1,3,7.37090000,,,0.080000,3600.00,,0.48
1,3,7.37050000,,,0.040000,,,0.48
1,3,7.37090000,,,0.080000,3461.00,0.50,0.59
1,3,5094.10500000,,,0.120000,,,0.48
1,3,3400.00000000,,,0.080000,3472.00,,0.48
1,3,36.05900000,,,0.070000,,,0.48
1,1,2.64389751,,,,3350.00,0.46,0.45
1,1,2.64389860,,,,3500.00,,
1,1,2.64389803,0.366,0.08000,0.161600,3416.00,0.46,0.56
1,1,2.64385000,0.377,0.07290,,3350.00,0.46,0.45
1,1,2.64389524,0.365,0.07370,,3500.00,0.45,0.46
1,1,2.64400000,,,0.152000,3456.00,0.43,0.42
1,1,2.64385000,,,0.160000,3350.00,,0.44
1,1,2.64410000,,,0.120000,,,0.41
1,1,,,0.06820,0.149500,,,0.45
1,1,2.64388312,0.372,0.07000,0.138270,,0.46,0.47
1,1,2.64385900,,,0.145000,3456.00,0.43,0.42
1,1,2.64389790,0.353,,,3585.00,0.44,0.45
1,1,2.60000000,0.380,0.07300,0.200000,,,
1,1,2.64389200,,,0.145000,3586.11,0.42,0.44
1,1,2.64389846,,,,3456.00,0.43,0.42
1,1,2.64386000,0.370,0.07300,,,0.45,
1,1,2.64389803,,0.07992,0.161600,3479.00,0.45,0.45
1,1,2.64394300,,,0.207000,3456.00,0.43,0.42
1,1,2.64389762,,,,3350.00,0.46,0.45
1,1,2.64389040,0.360,,,3500.00,0.45,0.45
1,1,2.64389788,0.374,0.07280,0.150000,3350.00,,
1,1,2.64388561,0.340,,,3456.00,0.43,
1,1,3448.00000000,,3.60000,0.090000,3540.00,0.49,0.49
1,1,3448.00000000,,,0.090000,3540.00,0.49,0.49
1,1,3448.00000000,,3.40000,0.090000,3540.00,0.49,0.49
1,1,9.56700000,,,0.100000,,,0.45
1,1,1.46712050,0.120,0.00944,0.000000,3291.00,0.34,0.33
1,1,1.46711900,0.116,0.00887,0.050000,3340.00,0.33,0.32
1,1,1.46711903,0.118,,,3297.00,0.33,
1,1,1.46712127,0.115,0.00872,0.000860,3317.00,0.32,0.31
1,1,,,4.00000,,6234.00,,1.22
1,1,140.43000000,,,0.450000,3728.00,0.50,0.51
1,1,8.70800000,,,0.119000,3674.00,0.51,0.51
1,1,8.70760000,,,0.080000,3685.00,0.50,0.52
1,3,5.36600000,,,0.000000,,0.29,0.31
1,3,5.36800000,,,0.022000,3396.00,0.33,0.31
1,3,5.36860000,,,0.000000,3396.00,0.33,0.31
1,3,5.36841000,,,0.000000,,0.29,0.31
1,3,5.36874000,,,0.000000,,,
1,3,5.36879000,,,0.020000,3490.39,0.32,0.32
1,3,12.92920000,,,0.170000,,,
1,3,12.91910000,,,0.000000,,0.29,0.31
1,3,12.91440000,,,0.120000,3490.39,0.32,0.32
1,3,12.91900000,,,0.087000,3396.00,0.33,0.31
1,3,12.91400000,,,0.000000,3396.00,0.33,0.31
1,3,3.14942000,,,0.000000,,,
1,3,3.15300000,,,0.125000,3396.00,0.33,0.31
1,3,3.14900000,,,0.000000,3396.00,0.33,0.31
1,3,3.14867000,,,0.000000,,0.29,0.31
1,1,14.62800000,,,0.130000,3499.00,0.31,0.30
1,1,600.10000000,,,0.083000,3734.00,0.50,0.51
1,1,604.80000000,,,0.170000,3807.22,0.50,0.53
1,1,598.30000000,,,0.300000,3700.00,,0.54
3,5,7.20066000,,,0.172000,,,
3,5,7.20040000,,,0.130000,3350.00,,0.33
3,5,7.20300000,,,0.200000,,,
3,5,7.19990000,,,0.150000,3650.00,,
3,5,7.20000000,,,0.122000,3650.00,,
3,5,28.14000000,,,0.020000,3350.00,,0.33
3,5,28.10000000,,,0.270000,3650.00,,
3,5,28.14300000,,,0.133000,3650.00,,
3,5,28.15500000,,,0.270000,,,
3,5,62.24000000,,,0.020000,3350.00,,0.33
3,5,39.02600000,,,0.030000,3350.00,,0.33
3,5,256.20000000,,,0.080000,3350.00,,0.33
1,1,4.69380000,,,0.200000,3600.00,,0.35
2,4,1051.44521000,,5.79200,0.319000,,,0.63
2,4,1056.80005000,,,0.330000,3734.00,0.69,0.73
2,4,1051.10000000,,6.70000,0.323000,,,
2,4,1056.80000000,,,0.326000,,,
2,4,1050.30000000,,,0.328000,,,0.71
2,4,7337.00000000,,,,,,
2,4,13921.42302000,,13.49200,0.295000,,,0.63
2,4,3.60076000,,,0.192000,,,0.63
2,4,3.60000000,,,0.150000,,,0.71
2,4,3.60050000,,,0.262000,,,
2,4,35.47358000,,,0.152000,,,0.63
2,4,35.37000000,,,0.240000,,,0.71
2,4,35.39000000,,,0.125000,,,
2,1,17281.66514000,,25.10000,0.381000,,,0.46
1,2,17.47800000,,,0.080000,3028.00,,0.27
1,2,57.32000000,,,0.100000,3028.00,,0.27
1,1,24.16000000,,,0.000000,3816.00,0.54,0.55
1,2,38.14000000,,,0.040000,3340.00,0.43,0.45
1,2,38.14000000,,,0.040000,3413.00,0.42,0.41
1,2,38.15200000,,,0.153000,3561.30,0.40,0.42
1,2,38.14200000,,,0.170000,,,0.40
1,2,727.56200000,,,0.400000,,,0.40
2,1,19.46600000,,,0.120000,3837.00,0.56,0.57
1,1,5.10128400,,,0.577000,3799.00,0.52,0.53
1,1,2.37756000,,,0.240000,3913.00,0.56,0.58
1,2,0.92632390,0.150,,,3573.00,0.43,
1,2,0.92632370,0.119,0.00598,,3600.00,0.41,0.41
1,2,6.64064000,,,,3600.00,0.41,0.41
1,1,3853.00000000,,0.99000,0.050000,,,0.45
1,1,3657.00000000,,,0.080000,3472.00,,0.45
1,1,3416.00000000,,,0.120000,3657.00,0.48,0.45
1,1,3610.00000000,,0.80000,0.069000,3472.00,,0.45
1,1,3507.00000000,,,0.080000,,0.44,0.44
1,2,1925.31000000,,,0.029000,3467.00,0.45,0.45
1,2,1915.00000000,,,,,,0.49
1,2,1940.00000000,,,0.050000,3562.68,0.47,0.50
1,2,1882.00000000,,,0.040000,3241.00,0.53,0.65
1,2,1890.00000000,,,0.060000,,,0.49
1,2,1845.00000000,,,0.050000,,,0.49
1,2,1924.00000000,,,0.038000,3407.00,0.46,0.46
1,2,5750.00000000,,,0.099000,3562.68,0.47,0.50
1,2,5990.00000000,,,0.092000,3467.00,0.45,0.45
1,2,7068.00000000,,,,,,0.49
2,1,15.76400000,,,0.046000,,,0.80
2,1,15.76491000,,,0.040000,5182.00,0.77,0.93
2,1,15.76491000,,,0.041600,5151.00,,0.77
1,4,60.83000000,,2.53000,0.033800,3271.00,0.35,0.34
1,4,61.06500000,,2.64000,0.031000,,,0.33
1,4,61.08200000,,,0.027000,3271.00,0.35,0.34
1,4,61.08700000,,2.65960,0.036800,,,0.37
1,4,60.85000000,,,0.270000,3271.00,0.35,0.34
1,4,61.02000000,,,0.100000,3271.00,0.35,0.34
1,4,61.40000000,,3.60000,0.160000,,,
1,4,61.03474000,,,0.002000,3293.74,0.37,0.37
1,4,61.11660000,,2.27560,0.032400,,0.30,0.32
1,4,30.45500000,,0.79000,0.263200,3271.00,0.35,0.34
1,4,30.07840000,,0.83755,0.253100,,,0.37
1,4,30.12000000,,,0.270000,3271.00,0.35,0.34
1,4,30.12600000,,,0.250000,3271.00,0.35,0.34
1,4,30.22902000,,,0.006900,3293.74,0.37,0.37
1,4,30.08810000,,0.71420,0.255910,,0.30,0.32
1,4,30.25900000,,0.86000,0.265000,,,0.33
1,4,1.93778000,,,0.207000,3271.00,0.35,0.34
1,4,1.93785000,,,0.124000,,,0.33
1,4,1.93784800,,0.02357,0.119000,,,0.37
1,4,1.93800000,,,0.082000,3271.00,0.35,0.34
1,4,1.93774000,,0.02400,0.000000,3271.00,0.35,0.34
1,4,1.93778000,,0.02100,0.207000,,0.30,0.32
1,4,1.93791600,,,0.273000,3293.74,0.37,0.37
1,4,124.40000000,,,0.040000,3271.00,0.35,0.34
1,4,124.50000000,,0.05217,0.031000,,,0.37
1,4,124.26000000,,0.04600,0.055000,,0.30,0.32
1,2,9.26200000,,,0.000000,3688.00,0.47,0.49
1,2,21.78900000,,,,3688.00,0.47,0.49
2,1,284.39000000,,2.26000,0.350000,,,0.44
3,1,,,11.00000,,,,1.08
1,1,771.36000000,,,0.460000,3154.00,0.16,0.15
1,1,767.88700000,,,0.330000,,,0.15
1,1,13.45860000,,,0.490000,,,0.62
1,1,73.94000000,,,0.440000,3785.00,,0.60
1,1,18.27000000,,,0.290000,3836.00,0.57,0.59
1,1,19240.75467000,,9.40300,0.155000,,,0.67
1,3,1.20895700,0.156,,,4255.00,0.65,0.66
1,3,1.20898020,0.145,0.01076,,4269.00,0.61,0.61
1,3,1.20897490,,,,4255.00,0.65,0.66
1,3,1.20898190,0.141,0.01545,0.000000,4340.00,0.60,0.61
1,3,1.20897400,0.128,0.01347,,4236.00,0.58,0.62
1,3,1.20900000,0.140,0.01539,,4255.00,0.60,0.61
1,3,1.20897550,0.150,,,4199.00,0.63,
1,3,1.20896600,0.141,0.01161,,4219.00,0.62,0.64
1,3,1.20898190,0.141,0.01617,0.063000,4305.00,0.60,0.61
1,3,3.64809600,0.111,0.00409,0.094000,4305.00,0.60,0.61
1,3,3.64811450,,,,4255.00,0.65,0.66
1,3,3.64808300,0.113,0.00761,,4269.00,0.61,0.61
1,3,3.64802000,0.121,,,4255.00,0.65,0.66
1,3,3.64810300,0.101,0.00585,,4236.00,0.58,0.62
1,3,3.64809570,0.111,0.00264,0.000000,4340.00,0.60,0.61
1,3,3.64823000,0.111,0.00456,,4219.00,0.62,0.64
1,3,6.20146980,0.180,0.01271,0.000000,4340.00,0.60,0.61
1,3,6.20141000,0.187,,,4255.00,0.65,0.66
1,3,6.20146700,0.185,0.01636,,4269.00,0.61,0.61
1,3,6.20181200,0.169,0.00950,,4236.00,0.58,0.62
1,3,6.20147000,0.180,0.01111,0.130000,4305.00,0.60,0.61
1,3,6.20142000,0.182,0.00739,,4219.00,0.62,0.64
1,1,1.74428305,1.373,,,8039.00,1.60,
1,1,1.74457900,1.470,19.70000,0.000000,7000.00,1.56,1.68
1,1,,3.000,20.00000,,,,0.70
1,1,,4.600,31.00000,,4360.00,1.94,
1,1,,,13.50000,,,,0.60
1,1,,,17.00000,,4200.00,,0.90
1,1,,,16.00000,,4200.00,,0.90
1,1,,1.800,15.00000,,4432.00,0.90,0.69
1,1,,1.265,11.30000,,,,0.33
1,1,3.05252400,1.229,1.68000,,5470.00,0.95,0.95
1,1,3.69152240,1.322,0.81700,,5720.00,1.06,1.00
1,1,3.69155899,1.314,,,5720.00,1.09,
1,1,,,1.29800,,,,1.16
1,1,,,0.15300,,,,1.05
1,1,,,3.40300,,,,1.08
1,1,,,5.65700,,,,1.27
1,1,,,0.82200,,,,1.05
1,1,,,0.25000,,,,1.29
1,1,,,0.59100,,,,1.15
1,1,3.82200000,,,0.109000,3879.00,0.56,0.56
2,1,13.85080000,,,0.363000,3805.00,0.51,0.52
1,1,15.53140000,,,0.077000,3654.00,0.43,0.43
1,1,15.53209000,,,0.000000,3663.00,0.42,0.42
1,1,15.53000000,,,0.050000,3656.00,0.43,0.43
1,1,12.76147058,0.087,,,3376.00,0.27,
1,1,12.76142000,0.080,0.03146,,3253.00,0.27,0.24
1,1,12.76140800,0.085,0.01218,0.500000,3296.00,0.26,0.24
2,1,4.46529340,1.217,0.52400,,5975.00,1.11,1.13
2,1,4.46529976,1.319,0.52500,,5980.00,1.17,1.15
2,1,,,,,6051.18,1.18,1.13
2,1,4.46530140,1.297,,,6051.20,1.18,
2,1,4.46529340,1.225,0.52400,0.000000,,1.11,1.13
2,1,4.46529913,,,,5975.00,1.14,1.13
2,1,4.46529974,,,,6000.00,,
2,1,4.46529920,,,,5975.00,1.14,1.13
2,1,4.46530031,,,,5975.00,,
2,1,4.46529976,1.242,0.52500,0.011000,5980.00,1.14,1.13
2,1,4.46529340,,,0.000000,6067.00,1.15,1.12
2,1,4.46529000,1.360,0.53000,0.000000,5975.00,1.15,1.12
2,1,4.46529680,1.319,0.52900,0.000000,5980.00,,
2,1,4.46000000,1.320,0.53000,,6051.18,1.18,1.13
2,1,4.46543000,1.242,0.53200,,5975.00,1.14,1.13
2,1,4.46529958,,,,,,
1,2,4.88780201,,,0.200000,4780.00,0.75,0.81
1,2,4.88780271,,,0.000000,4777.00,0.77,0.83
1,2,4.88781501,0.397,0.08400,,4780.00,0.69,0.81
1,2,4.88782000,0.430,0.09000,0.200000,4708.00,0.77,0.88
1,2,4.88780232,,,,,,
1,2,4.88780090,,,,4780.00,0.75,0.81
1,2,4.88780490,,,,,,
1,2,4.88780271,0.420,,,4653.00,0.74,0.81
1,2,4.88780271,,,0.000000,4777.00,0.77,0.83
1,2,4.88780267,,,,4777.56,0.76,0.77
1,2,4.88781620,0.422,0.08100,0.198000,4780.00,0.75,0.81
1,2,4.88780230,0.471,,,4757.30,0.76,
1,2,4.88780026,,,0.000000,4766.00,0.74,0.79
1,2,,0.423,,,4864.00,0.75,
1,2,4.88780244,0.389,,0.218000,4780.00,0.68,0.81
1,2,4.88780271,,,0.000000,4777.00,0.77,0.83
1,2,4.88780308,,,0.000000,4778.00,0.76,0.83
1,2,,,0.07560,0.232000,,,0.81
1,2,4.88780308,,,,4777.56,0.76,0.77
1,2,3397.00000000,,2.30000,0.604000,,,0.81
1,2,3407.00000000,,,0.601000,4780.00,0.68,0.81
1,1,3.21305890,,,0.000000,4559.00,0.70,0.73
1,1,3.21305980,,,,4650.00,0.70,0.73
1,1,,1.360,,,4650.00,0.70,0.73
1,1,,,0.20890,0.026000,,,0.73
1,1,3.21305980,0.959,0.21100,0.000000,4650.00,0.70,0.73
1,1,3.21305780,0.990,,,4652.87,0.70,
1,1,3.21305786,,,,,,
1,1,3.21305762,,,,4650.00,0.70,0.73
1,1,3.21000000,0.960,0.21000,,4652.87,0.70,0.74
1,1,3.21305929,0.959,0.20840,0.035000,4650.00,0.70,0.73
1,1,3.21305992,0.919,0.20100,,4665.00,0.68,0.69
1,1,3.21305751,,,,4650.00,0.70,0.73
1,1,3.21305890,,,0.000000,4650.00,,
1,1,,,,,4652.87,0.70,0.74
1,1,3.21305790,0.949,0.21100,0.000000,4650.00,0.70,0.73
1,2,2.91623810,,0.89900,0.013300,,,1.32
1,2,2.91625000,1.272,0.85100,0.013300,,,
1,2,2.91623830,1.487,0.89900,0.007000,,1.76,1.32
1,2,2.91624330,,,0.013300,5653.00,,
1,2,2.91623680,,,,,,
1,2,2.91626000,1.271,0.85300,0.021000,5653.00,1.56,1.22
1,2,2.91624268,,,0.021000,5653.00,1.56,1.22
1,2,2.91624121,,,,5653.00,,
1,2,2.91640045,1.497,,,5720.00,1.83,
1,2,2.91623830,1.281,0.88300,0.013000,5653.00,1.56,1.22
1,2,2.91624310,,,,5653.00,1.56,1.22
1,2,2.91623820,1.487,0.90600,0.013300,5653.00,,
1,2,445.82000000,,,0.655400,,1.76,1.32
1,2,445.82000000,,,0.655100,,,1.32
1,2,428.50000000,,,0.691000,5653.00,1.56,1.22
1,2,446.27000000,,,0.661600,,,
2,1,4.62768200,,,,6600.00,,
2,1,4.62765940,,,,6727.61,1.55,1.43
2,1,4.62768200,1.150,2.30300,0.107400,6600.00,1.47,1.39
2,1,4.62764900,1.200,2.28000,0.066000,6583.00,1.53,1.32
2,1,4.62766900,1.150,2.23200,0.107000,6600.00,1.47,1.39
2,1,4.62766230,,,,6600.00,1.47,1.39
2,1,4.62767000,1.420,3.44000,0.110000,6600.00,1.82,2.65
2,1,4.62766172,,,,,,
2,1,,,2.31600,0.115000,,,1.42
2,1,4.62766098,,,,6600.00,1.47,1.39
2,1,4.62766910,1.219,2.27100,,6600.00,1.59,1.42
2,1,4.62766400,1.282,,,6727.60,1.55,
2,1,4.62766900,1.142,2.23200,0.107000,,1.47,1.39
1,1,10.86350200,1.072,1.94600,0.190000,5568.00,1.08,1.01
1,1,10.86149107,0.854,,,5663.55,0.90,
1,1,10.86345165,,,0.190000,5568.00,1.08,1.01
1,1,10.86350200,,,,,,
1,1,10.86350000,1.060,1.94000,0.190000,5568.00,1.07,1.00
1,1,,,2.04300,0.208000,,,1.01
1,1,10.86350200,1.072,1.94900,0.200000,5568.00,1.08,1.01
3,1,2.77597040,,,0.040000,6158.00,,
3,1,2.77597120,1.289,4.22100,0.046200,6158.00,1.24,1.22
3,1,2.77596784,,,,,,
3,1,2.77596727,,,,6158.00,,
3,1,2.77596000,1.289,4.19300,0.036000,6158.00,1.24,1.22
3,1,2.77596748,,,0.036000,6158.00,1.24,1.22
3,1,2.77592252,1.270,,,6140.00,1.24,
3,1,2.77597024,1.190,4.18900,0.034000,6158.00,,
3,1,2.77596000,1.290,4.19300,0.036000,6158.00,,1.20
3,1,2.77596770,,,,6158.00,1.24,1.22
3,1,,,4.22000,0.042300,,,1.22
1,2,,,,,5336.96,0.84,0.92
1,2,10.33853460,,,,5246.00,0.84,0.86
1,2,10.33852300,1.010,0.53700,0.341700,5246.00,0.84,0.86
1,2,10.33858970,1.016,,,5336.96,0.84,
1,2,10.33853522,,,0.342000,5246.00,0.84,0.86
