pl_name,hostname,No.of stars,No.of Planets,No.of Moons,Discovery year,Discovery facility,Discovery Instrument,Orbital Period,Stellar effective Temparature,Stellar radius,Stellar mass,Stellar surface gravity,distance,Gaia Magnitude,releasedate
EPIC 220674823 b,EPIC 220674823,1,2,0,2016,K2,Kepler CCD Array,0.571292,5532.0,0.99,0.95,,244.59,11.9535,2023-04-17
EPIC 220674823 c,EPIC 220674823,1,2,0,2016,K2,Kepler CCD Array,13.338687,,0.97,,,244.59,11.9535,2017-12-14
EPIC 228836835 b,EPIC 228836835,1,1,0,2021,K2,Kepler CCD Array,0.728113,3782.0,0.32,,5.0,150.124,15.4185,2021-10-25
EPIC 229004835 b,EPIC 229004835,1,1,0,2023,K2,Kepler CCD Array,16.140442,5870.0,0.98,,4.4,121.971,10.0494,2018-02-15
EPIC 246851721 b,EPIC 246851721,2,1,0,2018,K2,Kepler CCD Array,6.180235,6202.0,1.59,1.32,4.16,372.632,11.2549,2018-10-26
EPIC 248847494 b,EPIC 248847494,1,1,0,2018,K2,Kepler CCD Array,3650.0,4898.0,2.7,0.9,3.52,551.886,12.1722,2019-07-25
EPIC 249893012 b,EPIC 249893012,1,3,0,2020,K2,Kepler CCD Array,3.5951,5430.0,1.71,1.05,3.99,321.296,11.4019,2020-02-13
EPIC 249893012 c,EPIC 249893012,1,3,0,2020,K2,Kepler CCD Array,15.624,5430.0,1.71,1.05,3.99,321.296,11.4019,2020-02-13
EPIC 249893012 d,EPIC 249893012,1,3,0,2020,K2,Kepler CCD Array,35.747,5430.0,1.71,1.05,3.99,321.296,11.4019,2020-02-13
FU Tau b,FU Tau,1,1,0,2008,Spitzer Space Telescope,IRAC Infrared Array Camera,,2838.0,,0.05,,,15.2412,2016-03-10
G 196-3 b,G 196-3,1,1,0,2024,European Space Agency (ESA) Gaia Satellite,Gaia CCD array,,,,,,21.7912,10.6123,2024-05-08
G 264-012 b,G 264-012,1,2,0,2021,Calar Alto Observatory,CARMENES,2.30538,3326.0,0.3,0.3,4.85,16.009,11.7617,2021-07-12
G 264-012 c,G 264-012,1,2,0,2021,Calar Alto Observatory,CARMENES,8.0518,3326.0,0.3,0.3,4.85,16.009,11.7617,2021-07-12
G 9-40 b,G 9-40,1,1,0,2019,K2,Kepler CCD Array,5.745912,3390.0,0.31,,4.94,27.9276,12.7331,2019-02-26
GJ 1002 b,GJ 1002,1,2,0,2022,Multiple Observatories,Multiple Instruments,10.3465,3024.0,0.14,0.12,5.1,4.84867,11.7804,2022-12-17
GJ 1002 c,GJ 1002,1,2,0,2022,Multiple Observatories,Multiple Instruments,21.202,3024.0,0.14,0.12,5.1,4.84867,11.7804,2022-12-17
GJ 1061 b,GJ 1061,1,3,0,2020,La Silla Observatory,HARPS Spectrograph,3.204,2953.0,0.16,0.12,,3.67278,10.9889,2020-02-27
GJ 1061 c,GJ 1061,1,3,0,2020,La Silla Observatory,HARPS Spectrograph,6.689,2953.0,0.16,0.12,,3.67278,10.9889,2020-02-27
GJ 1061 d,GJ 1061,1,3,0,2020,La Silla Observatory,HARPS Spectrograph,13.031,2953.0,0.16,0.12,,3.67278,10.9889,2020-02-27
GJ 1132 b,GJ 1132,1,2,0,2015,Cerro Tololo Inter-American Observatory,Apogee CCD Sensor,1.6289322,3202.0,0.23,,4.86,12.613,12.138,2022-08-08
GJ 1132 c,GJ 1132,1,2,0,2018,La Silla Observatory,HARPS Spectrograph,8.929,3270.0,0.21,0.18,,12.613,12.138,2018-06-21
GJ 1148 b,GJ 1148,1,2,0,2010,W. M. Keck Observatory,HIRES Spectrometer,41.397,3287.0,0.36,0.34,4.87,11.0143,10.5769,2014-05-14
GJ 1148 c,GJ 1148,1,2,0,2017,Calar Alto Observatory,CARMENES,535.9,3357.57,0.37,0.37,4.88,11.0143,10.5769,2021-09-20
GJ 1151 c,GJ 1151,1,1,0,2023,Multiple Facilities,Multiple Instruments,389.7,3280.0,0.18,0.16,5.09,8.03625,11.6938,2023-01-23
GJ 1214 b,GJ 1214,1,1,0,2009,MEarth Project,Apogee CCD Sensor,1.58040835,3074.0,0.21,0.18,5.04,14.6427,13.0089,2015-10-22
GJ 1252 b,GJ 1252,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.5182464,3458.0,0.39,0.38,,20.373,11.2364,2024-03-04
GJ 1265 b,GJ 1265,1,1,0,2018,Calar Alto Observatory,CARMENES,3.6511,3236.0,0.19,0.18,5.09,10.2525,12.0807,2018-12-06
GJ 143 b,GJ 143,1,2,0,2019,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,35.6134391,4628.53,0.71,,4.32,16.32,7.67906,2023-11-06
GJ 15 A b,GJ 15 A,2,2,0,2014,W. M. Keck Observatory,HIRES Spectrometer,11.4407,3607.0,0.38,0.38,4.87,3.56228,7.2162,2019-10-10
GJ 15 A c,GJ 15 A,2,2,0,2018,Roque de los Muchachos Observatory,HARPS-N Spectrograph,7600.0,3607.0,0.38,0.38,4.87,3.56228,7.2162,2019-10-10
GJ 160.2 b,GJ 160.2,1,1,0,2014,Multiple Observatories,Multiple Instruments,5.2354,4347.0,,0.69,,25.8557,9.20154,2019-10-10
GJ 163 b,GJ 163,1,3,0,2013,La Silla Observatory,HARPS Spectrograph,8.63182,,,,,15.1285,10.6771,2017-01-26
GJ 163 c,GJ 163,1,3,0,2013,La Silla Observatory,HARPS Spectrograph,25.63058,,,,,15.1285,10.6771,2017-01-26
GJ 163 d,GJ 163,1,3,0,2013,La Silla Observatory,HARPS Spectrograph,603.95116,,,,,15.1285,10.6771,2017-01-26
GJ 179 b,GJ 179,1,1,0,2009,W. M. Keck Observatory,HIRES Spectrometer,2288.0,3370.0,0.38,0.36,4.83,12.356,10.7055,2014-05-14
GJ 180 b,GJ 180,1,3,0,2014,Multiple Observatories,Multiple Instruments,17.133,,,0.43,,11.9407,9.93395,2020-02-13
GJ 180 c,GJ 180,1,3,0,2014,Multiple Observatories,Multiple Instruments,24.329,3371.0,,0.43,,11.9407,9.93395,2019-10-10
GJ 180 d,GJ 180,1,3,0,2020,Multiple Facilities,Multiple Instruments,106.3,,,0.43,,11.9407,9.93395,2020-02-13
GJ 2030 b,GJ 2030,1,2,0,2022,Multiple Observatories,Multiple Instruments,2.38129,,,0.96,,37.0788,6.02088,2023-06-14
GJ 2030 c,GJ 2030,1,2,0,2022,Multiple Observatories,Multiple Instruments,25533.11353,,,0.96,,37.0788,6.02088,2023-06-12
GJ 2056 b,GJ 2056,1,1,0,2020,Multiple Observatories,Multiple Instruments,69.971,,,0.62,,28.4434,9.72281,2020-09-03
GJ 229 A c,GJ 229,2,2,0,2020,Multiple Facilities,Multiple Instruments,121.995,,,0.58,,5.75624,7.30724,2020-02-13
GJ 229 b,GJ 229,2,2,0,2014,Multiple Observatories,Multiple Instruments,471.0,3564.0,,0.58,,5.75624,7.30724,2019-10-10
GJ 238 b,GJ 238,1,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,1.7447031,3445.0,0.43,,4.85,15.2142,10.5294,2024-08-07
GJ 251 b,GJ 251,1,1,0,2020,W. M. Keck Observatory,HIRES Spectrometer,14.238,3451.0,0.36,0.36,4.96,5.58057,8.85518,2021-03-04
GJ 27.1 b,GJ 27.1,1,1,0,2014,Multiple Observatories,Multiple Instruments,15.819,3542.0,,0.53,,23.6062,10.579,2019-10-10
GJ 273 b,GJ 273,1,2,0,2017,La Silla Observatory,HARPS Spectrograph,18.6498,3382.0,0.29,0.29,,5.921535,,2017-03-30
GJ 273 c,GJ 273,1,2,0,2017,La Silla Observatory,HARPS Spectrograph,4.7234,3382.0,0.29,0.29,,5.921535,,2017-03-30
GJ 3021 b,GJ 3021,2,1,0,2000,La Silla Observatory,CORALIE Spectrograph,133.71,5540.0,0.9,0.9,4.7,17.5559,6.39729,2014-05-14
GJ 3082 b,GJ 3082,1,1,0,2020,Multiple Facilities,Multiple Instruments,11.949,,,0.47,,16.6186,10.2011,2020-02-13
GJ 3090 b,GJ 3090,1,1,0,2022,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,2.8531016,3703.0,0.52,,4.76,22.4751,10.5521,2023-11-06
GJ 3138 b,GJ 3138,1,3,0,2017,La Silla Observatory,HARPS Spectrograph,1.22003,3717.0,0.5,0.68,,28.4712,10.1924,2017-03-30
GJ 3138 c,GJ 3138,1,3,0,2017,La Silla Observatory,HARPS Spectrograph,5.974,3717.0,0.5,0.68,,28.4712,10.1924,2017-03-30
GJ 3138 d,GJ 3138,1,3,0,2017,La Silla Observatory,HARPS Spectrograph,257.8,3717.0,0.5,0.68,,28.4712,10.1924,2017-03-30
GJ 317 b,GJ 317,1,2,0,2007,W. M. Keck Observatory,HIRES Spectrometer,695.36,3492.73,0.43,0.45,4.82,15.1968,10.7539,2021-09-20
GJ 317 c,GJ 317,1,2,0,2018,W. M. Keck Observatory,HIRES Spectrometer,10000.0,3510.0,,0.42,,15.1968,10.7539,2018-12-06
GJ 3222 b,GJ 3222,2,1,0,2022,Multiple Observatories,Multiple Instruments,10.66669,,,0.89,,18.23817,,2023-06-14
GJ 328 b,GJ 328,1,2,0,2013,McDonald Observatory,High Resolution Spectrograph,3771.0,3897.0,0.63,0.65,4.64,20.5266,9.2861,2023-07-10
GJ 328 c,GJ 328,1,2,0,2023,Roque de los Muchachos Observatory,HARPS-N Spectrograph,241.8,3897.0,0.63,0.65,4.64,20.5266,9.2861,2023-07-10
GJ 3293 b,GJ 3293,1,4,0,2015,La Silla Observatory,HARPS Spectrograph,30.6,3466.0,0.4,0.42,,20.1903,10.9788,2014-12-03
GJ 3293 c,GJ 3293,1,4,0,2015,La Silla Observatory,HARPS Spectrograph,123.75,3466.0,0.4,0.42,,20.1903,10.9788,2014-12-03
GJ 3293 d,GJ 3293,1,4,0,2017,La Silla Observatory,HARPS Spectrograph,48.1345,3466.0,0.4,0.42,,20.1903,10.9788,2017-03-30
GJ 3293 e,GJ 3293,1,4,0,2017,La Silla Observatory,HARPS Spectrograph,13.2543,3466.0,0.4,0.42,,20.1903,10.9788,2017-03-30
GJ 3323 b,GJ 3323,1,2,0,2017,La Silla Observatory,HARPS Spectrograph,5.3636,3159.0,0.12,0.16,,5.37484,10.6467,2017-03-30
GJ 3323 c,GJ 3323,1,2,0,2017,La Silla Observatory,HARPS Spectrograph,40.54,3159.0,0.12,0.16,,5.37484,10.6467,2017-03-30
GJ 3341 b,GJ 3341,1,1,0,2015,La Silla Observatory,HARPS Spectrograph,14.207,3526.0,0.44,0.47,,23.619,11.1029,2014-12-03
GJ 338 B b,GJ 338 B,2,1,0,2020,Calar Alto Observatory,CARMENES,24.45,4005.0,0.58,0.64,4.68,6.33256,7.04775,2020-07-09
GJ 3470 b,GJ 3470,1,1,0,2012,La Silla Observatory,HARPS Spectrograph,3.3366496,3600.0,0.55,0.54,4.7,29.4214,11.3537,2016-09-29
GJ 3473 b,GJ 3473,2,2,0,2020,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,1.19799956,3332.0,0.35,,4.92,27.3644,12.465,2024-02-16
GJ 3473 c,GJ 3473,2,2,0,2020,Multiple Observatories,Multiple Instruments,15.509,3347.0,0.36,0.36,4.81,27.3644,12.465,2020-10-22
GJ 3512 b,GJ 3512,1,2,0,2019,Calar Alto Observatory,CARMENES,203.59,3081.0,0.14,0.12,,9.48637,13.1117,2019-10-10
GJ 3512 c,GJ 3512,1,2,0,2020,Multiple Observatories,Multiple Instruments,1599.6,3081.0,0.14,0.12,,9.48637,13.1117,2022-07-18
GJ 357 b,GJ 357,1,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,3.93072,3505.0,0.34,0.34,4.94,9.44181,9.88036,2019-08-15
GJ 357 c,GJ 357,1,3,0,2019,Multiple Observatories,Multiple Instruments,9.1247,3505.0,0.34,0.34,4.94,9.44181,9.88036,2019-08-01
GJ 357 d,GJ 357,1,3,0,2019,Multiple Observatories,Multiple Instruments,55.661,3505.0,0.34,0.34,4.94,9.44181,9.88036,2019-08-01
GJ 3634 b,GJ 3634,1,1,0,2010,La Silla Observatory,HARPS Spectrograph,2.64561,,0.43,0.45,,20.3779,10.9233,2014-08-21
GJ 367 b,GJ 367,1,3,0,2021,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.3219233,3518.0,0.46,,4.82,9.41263,9.15159,2023-04-17
GJ 367 c,GJ 367,1,3,0,2023,La Silla Observatory,HARPS Spectrograph,11.5301,3522.0,0.46,0.46,4.78,9.41263,9.15159,2023-08-07
GJ 367 d,GJ 367,1,3,0,2023,La Silla Observatory,HARPS Spectrograph,34.369,3522.0,0.46,0.46,4.78,9.41263,9.15159,2023-08-07
GJ 3779 b,GJ 3779,1,1,0,2018,Calar Alto Observatory,CARMENES,3.0232,3324.0,0.28,0.27,5.05,13.743,11.6266,2018-12-06
GJ 3929 b,GJ 3929,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,2.6162745,3369.0,0.32,0.31,4.84,15.8095,11.5109,2022-02-22
GJ 3929 c,GJ 3929,1,2,0,2022,Multiple Observatories,Multiple Instruments,15.04,3384.0,0.32,0.31,4.89,15.8095,11.5109,2022-08-01
GJ 393 b,GJ 393,1,1,0,2021,Multiple Observatories,Multiple Instruments,7.02679,3579.0,0.43,0.43,4.88,7.03149,8.67373,2021-07-12
GJ 3942 b,GJ 3942,1,1,0,2017,Roque de los Muchachos Observatory,HARPS-N Spectrograph,6.905,3867.0,0.61,0.63,4.65,16.9287,9.40765,2017-12-21
GJ 3988 b,GJ 3988,1,1,0,2023,Calar Alto Observatory,CARMENES,6.9442,3273.0,0.2,0.18,4.92,9.9105,11.9925,2023-10-21
GJ 3998 b,GJ 3998,1,2,0,2016,Roque de los Muchachos Observatory,HARPS-N Spectrograph,2.64977,3722.0,0.49,0.5,4.77,18.1459,9.98337,2016-07-28
GJ 3998 c,GJ 3998,1,2,0,2016,Roque de los Muchachos Observatory,HARPS-N Spectrograph,13.74,3722.0,0.49,0.5,4.77,18.1459,9.98337,2016-07-28
GJ 411 b,GJ 411,1,2,0,2019,Haute-Provence Observatory,SOPHIE Spectrograph,12.9394,3719.0,0.37,0.39,4.89,5.675773,,2022-05-24
GJ 414 A b,GJ 414 A,2,2,0,2021,W. M. Keck Observatory,HIRES Spectrometer,51.625,4205.93,0.67,0.69,4.62,11.8893,7.72808,2021-09-20
GJ 414 A c,GJ 414 A,2,2,0,2021,W. M. Keck Observatory,HIRES Spectrometer,749.83,4120.0,0.68,0.65,4.65,11.8893,7.72808,2021-04-01
GJ 422 b,GJ 422,1,1,0,2014,Multiple Observatories,Multiple Instruments,20.129,,,0.35,,12.6631,10.4771,2020-02-13
GJ 4276 b,GJ 4276,1,1,0,2019,Calar Alto Observatory,CARMENES,13.352,3387.0,0.41,0.41,4.97,21.3362,11.6605,2019-01-24
GJ 433 b,GJ 433,1,3,0,2011,La Silla Observatory,HARPS Spectrograph,7.3697,3472.0,,0.48,,9.06456,8.89138,2019-10-10
GJ 433 c,GJ 433,1,3,0,2014,Multiple Observatories,Multiple Instruments,5094.105,,,0.48,,9.06456,8.89138,2020-02-13
GJ 433 d,GJ 433,1,3,0,2020,Multiple Facilities,Multiple Instruments,36.059,,,0.48,,9.06456,8.89138,2020-02-13
GJ 436 b,GJ 436,1,1,0,2004,W. M. Keck Observatory,HIRES Spectrometer,2.64389751,3350.0,0.46,0.45,4.84,9.75321,9.57148,2022-01-24
GJ 463 b,GJ 463,1,1,0,2022,Multiple Observatories,Multiple Instruments,3448.0,3540.0,0.49,0.49,4.86,18.3554,10.5462,2023-03-15
GJ 480 b,GJ 480,1,1,0,2020,Multiple Observatories,Multiple Instruments,9.567,,,0.45,,14.2358,10.3249,2020-09-03
GJ 486 b,GJ 486,1,1,0,2021,Calar Alto Observatory,CARMENES,1.4671205,3291.0,0.34,0.33,4.82,8.07426,10.094,2024-08-29
GJ 504 b,GJ 504,1,1,0,2013,Subaru Telescope,HiCIAO Camera,,6234.0,,1.22,4.6,17.5299,5.04156,2014-05-14
GJ 514 b,GJ 514,1,1,0,2022,Multiple Observatories,Multiple Instruments,140.43,3728.0,0.5,0.51,4.76,7.61778,8.20621,2022-04-19
GJ 536 b,GJ 536,1,1,0,2016,La Silla Observatory,HARPS Spectrograph,8.708,3674.0,0.51,0.51,4.73,10.4092,8.85881,2017-10-19
GJ 581 b,GJ 581,1,3,0,2005,La Silla Observatory,HARPS Spectrograph,5.366,,0.29,0.31,,6.2981,9.411,2016-11-03
GJ 581 c,GJ 581,1,3,0,2007,La Silla Observatory,HARPS Spectrograph,12.9292,,,,,6.2981,9.411,2014-05-14
GJ 581 e,GJ 581,1,3,0,2009,La Silla Observatory,HARPS Spectrograph,3.14942,,,,,6.2981,9.411,2014-05-14
GJ 625 b,GJ 625,1,1,0,2017,Multiple Observatories,Multiple Instruments,14.628,3499.0,0.31,0.3,4.94,6.47249,9.13702,2017-09-28
GJ 649 b,GJ 649,1,1,0,2009,W. M. Keck Observatory,HIRES Spectrometer,600.1,3734.0,0.5,0.51,4.76,10.3796,8.81875,2023-07-10
GJ 667 C b,GJ 667 C,3,5,0,2012,La Silla Observatory,HARPS Spectrograph,7.20066,,,,,7.24396,9.38033,2014-05-16
GJ 667 C c,GJ 667 C,3,5,0,2013,La Silla Observatory,HARPS Spectrograph,28.14,3350.0,,0.33,4.69,7.24396,9.38033,2014-05-14
GJ 667 C e,GJ 667 C,3,5,0,2013,La Silla Observatory,HARPS Spectrograph,62.24,3350.0,,0.33,4.69,7.24396,9.38033,2014-05-14
GJ 667 C f,GJ 667 C,3,5,0,2013,La Silla Observatory,HARPS Spectrograph,39.026,3350.0,,0.33,4.69,7.24396,9.38033,2014-05-14
GJ 667 C g,GJ 667 C,3,5,0,2013,La Silla Observatory,HARPS Spectrograph,256.2,3350.0,,0.33,4.69,7.24396,9.38033,2014-05-14
GJ 674 b,GJ 674,1,1,0,2007,La Silla Observatory,HARPS Spectrograph,4.6938,3600.0,,0.35,,4.54896,8.33063,2014-05-14
GJ 676 A b,GJ 676 A,2,4,0,2010,La Silla Observatory,HARPS Spectrograph,1051.44521,,,0.63,,16.0272,8.86517,2023-06-12
GJ 676 A c,GJ 676 A,2,4,0,2016,Paranal Observatory,FORS2,7337.0,,,,,16.0272,8.86517,2016-09-29
GJ 676 A d,GJ 676 A,2,4,0,2012,La Silla Observatory,HARPS Spectrograph,3.60076,,,0.63,,16.0272,8.86517,2023-06-14
GJ 676 A e,GJ 676 A,2,4,0,2012,La Silla Observatory,HARPS Spectrograph,35.47358,,,0.63,,16.0272,8.86517,2023-06-14
GJ 680 b,GJ 680,2,1,0,2022,Multiple Observatories,Multiple Instruments,17281.66514,,,0.46,,9.67315,9.28322,2023-06-12
GJ 682 b,GJ 682,1,2,0,2014,Multiple Observatories,Multiple Instruments,17.478,3028.0,,0.27,,5.00671,9.57025,2019-10-10
GJ 682 c,GJ 682,1,2,0,2014,Multiple Observatories,Multiple Instruments,57.32,3028.0,,0.27,,5.00671,9.57025,2019-10-10
GJ 685 b,GJ 685,1,1,0,2019,Roque de los Muchachos Observatory,HARPS-N Spectrograph,24.16,3816.0,0.54,0.55,4.72,14.3155,9.1671,2019-04-11
GJ 687 b,GJ 687,1,2,0,2014,Lick Observatory,Levy Spectrograph,38.14,3340.0,0.43,0.45,4.82,4.54939,8.02754,2018-09-06
GJ 687 c,GJ 687,1,2,0,2020,Multiple Observatories,Multiple Instruments,727.562,,,0.4,,4.54939,8.02754,2020-09-03
GJ 720 A b,GJ 720 A,2,1,0,2021,Roque de los Muchachos Observatory,HARPS-N Spectrograph,19.466,3837.0,0.56,0.57,4.71,15.5575,9.10496,2021-07-12
GJ 724 b,GJ 724,1,1,0,2023,Calar Alto Observatory,CARMENES,5.101284,3799.0,0.52,0.53,4.88,16.9658,9.76915,2023-10-21
GJ 740 b,GJ 740,1,1,0,2021,Multiple Observatories,Multiple Instruments,2.37756,3913.0,0.56,0.58,4.68,11.1017,8.45636,2021-04-01
GJ 806 b,GJ 806,1,2,0,2023,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.9263239,3573.0,0.43,,4.8,12.0445,9.82461,2024-09-30
GJ 806 c,GJ 806,1,2,0,2023,Multiple Observatories,Multiple Instruments,6.64064,3600.0,0.41,0.41,4.98,12.0445,9.82461,2023-11-28
GJ 832 b,GJ 832,1,1,0,2008,Anglo-Australian Telescope,UCLES Spectrograph,3853.0,,,0.45,,4.96435,7.73761,2023-09-05
GJ 849 b,GJ 849,1,2,0,2006,W. M. Keck Observatory,HIRES Spectrometer,1925.31,3467.0,0.45,0.45,4.8,8.80058,9.2245,2023-07-10
GJ 849 c,GJ 849,1,2,0,2014,W. M. Keck Observatory,HIRES Spectrometer,5750.0,3562.68,0.47,0.5,4.79,8.80058,9.2245,2021-09-20
GJ 86 b,GJ 86,2,1,0,1999,La Silla Observatory,CORALIE Spectrograph,15.764,,,0.8,,10.7836,5.88516,2015-04-30
GJ 876 b,GJ 876,1,4,0,1998,Multiple Observatories,Multiple Instruments,60.83,3271.0,0.35,0.34,4.87,4.67517,8.8753,2014-08-27
GJ 876 c,GJ 876,1,4,0,2000,Multiple Observatories,Multiple Instruments,30.455,3271.0,0.35,0.34,4.87,4.67517,8.8753,2014-08-27
GJ 876 d,GJ 876,1,4,0,2005,W. M. Keck Observatory,HIRES Spectrometer,1.93778,3271.0,0.35,0.34,4.87,4.67517,8.8753,2015-04-24
GJ 876 e,GJ 876,1,4,0,2010,W. M. Keck Observatory,HIRES Spectrometer,124.4,3271.0,0.35,0.34,4.87,4.67517,8.8753,2017-10-19
GJ 887 b,GJ 887,1,2,0,2020,La Silla Observatory,HARPS Spectrograph,9.262,3688.0,0.47,0.49,4.78,3.29,,2020-07-09
GJ 887 c,GJ 887,1,2,0,2020,La Silla Observatory,HARPS Spectrograph,21.789,3688.0,0.47,0.49,4.78,3.29,,2020-07-09
GJ 896 A b,GJ 896 A,2,1,0,2022,Very Long Baseline Array,Multiple Instruments,284.39,,,0.44,,6.26022,9.03758,2022-09-14
GJ 900 b,GJ 900 A,3,1,0,2024,Multiple Observatories,Multiple Instruments,,,,1.08,,20.8065,9.02571,2024-05-29
GJ 9066 c,GJ 9066,1,1,0,2020,Multiple Observatories,Multiple Instruments,771.36,3154.0,0.16,0.15,5.01,4.471,10.6711,2022-05-03
GJ 9404 b,GJ 9404,1,1,0,2023,Roque de los Muchachos Observatory,HARPS-N Spectrograph,13.4586,,,0.62,,23.8839,9.87021,2023-09-05
GJ 96 b,GJ 96,1,1,0,2018,Haute-Provence Observatory,SOPHIE Spectrograph,73.94,3785.0,,0.6,,11.9315,8.63186,2018-11-08
GJ 9689 b,GJ 9689,1,1,0,2020,Roque de los Muchachos Observatory,HARPS-N Spectrograph,18.27,3836.0,0.57,0.59,4.69,30.6203,10.5372,2021-10-25
GJ 9714 b,GJ 9714,1,1,0,2022,Multiple Observatories,Multiple Instruments,19240.75467,,,0.67,,20.5121,8.8377,2023-06-12
GJ 9827 b,GJ 9827,1,3,0,2017,K2,Kepler CCD Array,1.208957,4255.0,0.65,0.66,4.7,29.661,9.83773,2017-11-02
GJ 9827 c,GJ 9827,1,3,0,2017,K2,Kepler CCD Array,3.648096,4305.0,0.6,0.61,,29.661,9.83773,2023-04-17
GJ 9827 d,GJ 9827,1,3,0,2017,K2,Kepler CCD Array,6.2014698,4340.0,0.6,0.61,4.66,29.661,9.83773,2019-08-29
GPX-1 b,GPX-1,1,1,0,2021,Acton Sky Portal Observatory,FLI ML16200 camera,1.74428305,8039.0,1.6,,4.32,655.013,12.2228,2023-01-23
GQ Lup b,GQ Lup,1,1,0,2004,Paranal Observatory,NACO Camera,,,,0.7,,151.169,11.2608,2014-05-14
GSC 06214-00210 b,GSC 06214-00210,1,1,0,2010,Palomar Observatory,PHARO Camera,,,,0.6,,108.5,11.8633,2014-05-14
GU Psc b,GU Psc,1,1,0,2014,Gemini Observatory,GMOS Spectrograph,,,,0.33,,47.5501,12.9656,2014-05-14
Gaia-1 b,Gaia-1,1,1,0,2022,European Space Agency (ESA) Gaia Satellite,Gaia CCD array,3.052524,5470.0,0.95,0.95,,363.66,12.9988,2022-06-08
Gaia-2 b,Gaia-2,1,1,0,2022,European Space Agency (ESA) Gaia Satellite,Gaia CCD array,3.6915224,5720.0,1.06,1.0,,209.229,11.1968,2022-06-08
Gaia22dkvL b,Gaia22dkvL,1,1,0,2024,European Space Agency (ESA) Gaia Satellite,Gaia CCD array,,,,1.16,,980.0,,2024-08-07
Gl 378 b,Gl 378,1,1,0,2019,Haute-Provence Observatory,SOPHIE Spectrograph,3.822,3879.0,0.56,0.56,,14.9545,9.26515,2019-03-05
Gl 49 b,Gl 49,2,1,0,2019,Multiple Observatories,Multiple Instruments,13.8508,3805.0,0.51,0.52,4.69,9.8528,8.66282,2019-06-13
Gl 686 b,Gl 686,1,1,0,2018,Roque de los Muchachos Observatory,HARPS-N Spectrograph,15.5314,3654.0,0.43,0.43,4.88,8.15728,8.73899,2019-06-13
Gliese 12 b,Gliese 12,1,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,12.76147058,3376.0,0.27,,4.96,12.21,11.3963,2024-09-30
HAT-P-1 b,HAT-P-1,2,1,0,2006,HATNet,2K CCD Sensor,4.4652934,5975.0,1.11,1.13,4.4,158.979,10.1786,2016-01-14
HAT-P-11 b,HAT-P-11,1,2,0,2008,HATNet,2K CCD Sensor,4.88780201,4780.0,0.75,0.81,,37.7647,9.15098,2024-03-04
HAT-P-11 c,HAT-P-11,1,2,0,2018,W. M. Keck Observatory,HIRES Spectrometer,3397.0,,,0.81,,37.7647,9.15098,2020-09-03
HAT-P-12 b,HAT-P-12,1,1,0,2009,HATNet,2K CCD Sensor,3.2130589,4559.0,0.7,0.73,,142.751,12.4197,2018-09-27
HAT-P-13 b,HAT-P-13,1,2,0,2009,HATNet,2K CCD Sensor,2.9162381,,,1.32,,246.81,10.4168,2015-10-15
HAT-P-13 c,HAT-P-13,1,2,0,2009,W. M. Keck Observatory,HIRES Spectrometer,445.82,,1.76,1.32,,246.81,10.4168,2016-04-28
HAT-P-14 b,HAT-P-14,2,1,0,2010,HATNet,2K CCD Sensor,4.627682,6600.0,,,4.25,222.663,9.87283,2016-07-28
HAT-P-15 b,HAT-P-15,1,1,0,2010,HATNet,2K CCD Sensor,10.863502,5568.0,1.08,1.01,4.38,192.516,11.7232,2014-05-14
HAT-P-16 b,HAT-P-16,3,1,0,2010,HATNet,2K CCD Sensor,2.7759704,6158.0,,,4.34,226.637,10.7568,2016-01-28
HAT-P-17 b,HAT-P-17,1,2,0,2010,HATNet,2K CCD Sensor,,5336.96,0.84,0.92,4.55,92.3831,10.2743,2019-12-02 09:30:00
HAT-P-17 c,HAT-P-17,1,2,0,2010,W. M. Keck Observatory,HIRES Spectrometer,3972.0,5246.0,0.84,0.86,,92.3831,10.2743,2019-03-21
HAT-P-18 b,HAT-P-18,1,1,0,2010,HATNet,2K CCD Sensor,5.50803,4803.0,0.75,0.77,4.57,161.4,12.3682,2022-01-24
HAT-P-19 b,HAT-P-19,1,1,0,2010,HATNet,2K CCD Sensor,4.008778,4990.0,0.82,0.84,,202.078,12.5567,2019-03-21
HAT-P-2 b,HAT-P-2,1,2,0,2007,HATNet,2K CCD Sensor,5.63346961,,,,,127.774,8.59842,2022-10-18
HAT-P-2 c,HAT-P-2,1,2,0,2023,Multiple Observatories,Multiple Instruments,8500.0,,,1.33,,127.774,8.59842,2023-10-09
HAT-P-20 b,HAT-P-20,1,1,0,2010,HATNet,2K CCD Sensor,2.8753187,4604.03,0.68,0.73,4.64,71.0374,10.9903,2015-10-15
